state,population_x,peak_demand_MW_x,annual_generation_GWh_x,total_installed_capacity_MW_x,coal_MW_x,gas_MW_x,hydro_MW_x,nuclear_MW_x,solar_utility_MW_x,solar_rooftop_MW_x,wind_MW_x,biomass_MW_x,other_renewables_MW_x,renewables_share_percent_x,CO2_emissions_MtCO2_x,TnD_losses_percent_x,storage_capacity_MWh_x,pumped_hydro_MW_MWh_x,battery_storage_MW_MWh_x,microgrid_projects_count_x,stranded_renewable_capacity_MW_x,avg_retail_tariff_INR_per_kWh_x,domestic_tariff_INR_per_kWh_x,industrial_tariff_INR_per_kWh_x,commercial_tariff_INR_per_kWh_x,major_DISCOMs_x,RPO_target_percent_x,recent_policies_notes_x,major_projects_under_construction_x,grid_constraints_notes_x,resource_score_solar_x,resource_score_wind_x,notes_x,year,CO2_per_MWh,renewables_to_demand_ratio,population_y,peak_demand_MW_y,annual_generation_GWh_y,total_installed_capacity_MW_y,coal_MW_y,gas_MW_y,hydro_MW_y,nuclear_MW_y,solar_utility_MW_y,solar_rooftop_MW_y,wind_MW_y,biomass_MW_y,other_renewables_MW_y,renewables_share_percent_y,CO2_emissions_MtCO2_y,TnD_losses_percent_y,storage_capacity_MWh_y,pumped_hydro_MW_MWh_y,battery_storage_MW_MWh_y,microgrid_projects_count_y,stranded_renewable_capacity_MW_y,avg_retail_tariff_INR_per_kWh_y,domestic_tariff_INR_per_kWh_y,industrial_tariff_INR_per_kWh_y,commercial_tariff_INR_per_kWh_y,major_DISCOMs_y,RPO_target_percent_y,recent_policies_notes_y,major_projects_under_construction_y,grid_constraints_notes_y,resource_score_solar_y,resource_score_wind_y,notes_y,total_generation_MW,coal_MW_pct,gas_MW_pct,hydro_MW_pct,nuclear_MW_pct,solar_utility_MW_pct,solar_rooftop_MW_pct,wind_MW_pct,biomass_MW_pct,other_renewables_MW_pct,CO2_intensity_kg_per_MWh,grid_reliability_index,renewable_share_ratio,CO2_efficiency_score,ESS
Karnataka,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,5100.429881803198,1649.2269199609566,1490.7909659523173,2045.6734715459036,1252.962082702901,37.10459956660495,849.3817396746056,20.3167021740112,324.68924547317664,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,2015,0.0085868993860912,0.8927374795402165,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,10200.859763606397,3298.453839921913,2484.6516099205287,2922.390673637005,1252.962082702901,44.04989683303105,1061.727174593257,20.3167021740112,1623.4462273658835,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,45764.73367509041,32.044994367808414,5.59443628096264,16.15772980735975,2.152942710838152,22.2897828621227,7.207414039245793,5.429184025324977,6.385682683930165,2.7378332224074198,10733.624232614107,79.6832978259888,0.3710459956660495,2.322254544713401,31.707401209725106
Kerala,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,2130.424848351336,457.3952152528298,1525.2685304445138,1163.4034370589206,552.1088655606984,52.33046037844376,279.19171752242977,18.25052234987664,116.22733131032687,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,2015,0.0070139861203976,0.1362132336295428,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,4260.849696702671,914.7904305056596,2542.114217407523,1662.0049100841725,552.1088655606984,34.92412865815878,348.9896469030372,18.25052234987664,581.1366565516346,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,28438.413503383137,35.920521177494216,13.560516914616471,11.304208490549756,4.2906247591807976,14.982726431612598,3.2167421378721874,8.939015592782994,5.844225135436807,1.941419360454188,8767.482650497104,81.74947765012337,0.5233046037844375,2.843029025443321,38.419291291579505
Madhya Pradesh,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,5331.605456894985,818.4436253770315,3658.048012535391,1370.6332267953449,1563.8663732287716,13.388792466933204,756.7777898143676,21.916545749556537,110.88122422819052,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,2015,0.0059799276968097,6.42825205382562,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,10663.21091378997,1636.887250754063,6096.746687558985,1958.0474668504928,1563.8663732287716,46.47004150476558,945.9722372679594,21.916545749556537,554.4061211409528,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,47167.50401424642,30.754125803218745,11.785447322649109,5.6155238413290425,5.374861528037512,22.607112961858792,3.4703707244285376,12.925735238645512,4.151263688362832,3.315558891469905,7474.909621012219,78.08345425044347,0.13388792466933203,3.3346500384921853,22.30606785225885
Maharashtra,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,4243.826881569731,1172.759079051988,3023.2845987373908,1397.5927243184376,938.0984366546344,30.46612087800972,202.7629665906216,10.012110729877689,174.52979792666892,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,2015,0.0038564222030244,0.2179274558312298,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,8487.653763139462,2345.518158103976,5038.807664562318,1996.5610347406248,938.0984366546344,43.99748346048399,253.45370823827696,10.012110729877689,872.6489896333449,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,42744.806243502666,42.09177189196038,8.159172596371638,3.3988494081653324,2.3527226430186623,19.856573251936567,5.487258837348225,11.788116750039617,4.670885682267207,2.1946489388923784,4820.5277537806105,89.98788927012231,0.30466120878009717,5.170846207842086,32.252364688365184
Manipur,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,110.47061499543538,17.168819978300462,214.96264052185768,117.1778851226773,25.303442652064028,40.01431816875732,36.02409468503523,24.513753874249687,5.495556027632063,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2015,0.0002650974662229,0.0600783954812845,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,220.9412299908708,34.337639956600924,358.2710675364295,167.39697874668187,25.303442652064028,31.292916882574733,45.03011835629404,24.513753874249687,27.47778013816032,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2576.462788394145,45.62251183745754,14.54443204179352,3.967959626668408,4.5721796115058,8.575370503549124,1.3327434850321611,13.90554015180372,6.4971626798078805,0.9821000623818492,331.3718327786742,75.48624612575031,0.4001431816875732,75.22126261130471,61.19148153717488
Meghalaya,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,1954.741830393922,637.2198140847956,2980.802388118121,762.2568756240776,524.3490626581103,36.52726691399526,375.5956349582996,20.51311830120101,70.6376622761273,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,2015,0.0028342776127068,2.207324358265128,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,3909.483660787844,1274.4396281695913,4968.003980196869,1088.9383937486823,524.3490626581103,36.29917384576538,469.4945436978744,20.51311830120101,353.1883113806366,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,32411.79751239328,32.37680853990004,11.705600309707568,13.244408346023558,6.374008958603422,12.061915601234324,3.9320239109919295,15.327764460756166,3.3596976327286554,1.6177722400543049,3542.847015883567,79.48688169879898,0.3652726691399526,7.035643239372992,33.3225404011071
Mizoram,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,985.0791853601166,1163.82419055715,1981.809354753772,847.1620370584228,550.1805495133433,39.34121465610552,248.52461147965985,13.944559474458156,123.2193009433446,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,2015,0.0065860503903447,0.1900242314753955,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,1970.1583707202333,2327.6483811143,3303.0155912562864,1210.2314815120326,550.1805495133433,35.15155677679773,310.6557643495748,13.944559474458156,616.0965047167232,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,26631.06625279028,37.3663521862655,13.385563388586936,9.23863168554308,4.857895962806735,7.397970295364383,8.740349931991249,12.402866486467518,4.5444349468554615,2.065935116119123,8232.56298793096,86.05544052554184,0.3934121465610552,3.027757903823649,34.15867712908003
Nagaland,147000000,14646,199639,38039,16947.989334094826,2413.0780062795866,5250.687535095617,2061.841904446488,5668.999517749982,617.5582510765179,2962.4705830651,1317.5098457166446,1705.7526330804492,30.070860008345427,510.2708333293484,11.844073720100624,202.45479752232148,619.3524125476621,457.89970465541415,59,447,6.9,6.52,7.37,8.06,DISCOM-3,15.955030952178454,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.5,4.0,Notes placeholder,2015,0.0025559676883241,0.7214623922988014,147000000,14646,199639,38039,16947.989334094826,2413.0780062795866,5250.687535095617,2061.841904446488,11337.999035499965,1235.1165021530358,4937.450971775166,1882.1569224523496,1705.7526330804492,44.16487459832575,637.8385416616854,11.844073720100624,1012.2739876116076,619.3524125476621,457.89970465541415,59,447,6.9,6.52,7.37,8.06,DISCOM-3,15.955030952178454,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.5,4.0,Notes placeholder,47772.07284487748,35.47677193980527,5.051231530428216,10.991123521362208,4.31599841007857,23.733529571379528,2.585436278144408,10.335433816756815,3.9398686520552975,3.5706062799897,3194.959610405209,88.15592627989938,0.3007086000834543,7.801728564660218,32.78022068518214
Odisha,126000000,36585,71883,36664,13076.080330586648,2204.701472771685,2460.1279257098868,1806.164753979734,3212.123385330492,1013.4795762366596,1200.368712056941,2393.530430833777,606.0338837185793,18.95003258694117,353.4816862410001,20.219576677026456,348.02761688774086,558.1370308167494,990.3533612415118,71,760,8.62,9.07,9.73,10.03,DISCOM-1,14.901392175473228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,7.5,Notes placeholder,2015,0.0049174587349025,0.2137351948737972,126000000,36585,71883,36664,13076.080330586648,2204.701472771685,2460.1279257098868,1806.164753979734,6424.246770660984,2026.9591524733191,2000.6145200949013,3419.3291869053965,606.0338837185793,42.54959363161348,441.8521078012501,20.219576677026456,1740.1380844387047,558.1370308167494,990.3533612415118,71,760,8.62,9.07,9.73,10.03,DISCOM-1,14.901392175473228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,7.5,Notes placeholder,34024.25799690113,38.43163995458063,6.479792955286448,7.230511613020191,5.30846184549928,18.88137214115321,5.957394141138747,5.879965171546472,10.049680399251685,1.781181778523358,6146.823418628189,79.78042332297355,0.1895003258694117,4.0551364433040575,25.158152276692803
Punjab,66000000,45780,188457,23647,15138.87554580837,3076.206425142173,1737.1247537871654,1146.7293257438305,697.0307165107724,285.70215898650133,1956.2585271169776,1201.3833759455388,755.9367112676489,52.84060445306814,382.84486448808593,19.947846774524177,120.41331672550145,283.3008031044923,357.336037596761,91,165,5.61,5.92,5.24,5.28,DISCOM-3,13.443991795818947,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.9,8.2,Notes placeholder,2015,0.0020314706510667,0.0904406897894231,66000000,45780,188457,23647,15138.87554580837,3076.206425142173,1737.1247537871654,1146.7293257438305,1394.0614330215449,571.4043179730027,3260.4308785282965,1716.261965636484,755.9367112676489,26.732253095873972,478.5560806101074,19.947846774524177,602.0665836275074,283.3008031044923,357.336037596761,91,165,5.61,5.92,5.24,5.28,DISCOM-3,13.443991795818947,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.9,8.2,Notes placeholder,28797.03135690852,52.570958992884165,10.682373425982256,6.032304970110825,3.982109515148775,4.84099008590031,1.9842473027551173,11.322107609352956,5.959857265720365,2.625050832145227,2539.338313833434,80.05215322547582,0.5284060445306814,9.816024717795448,41.0730823134406
